"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","cor.train_mean","AUC.valid_mean","ll.valid_mean","nagel.valid_mean","plr.valid_mean","cor.valid_mean"
250,0.6,0.6,0,0.25,0.002,1,0.2,"relu",0.2,0.3,0.700248567704956,-28.6874952549749,0.117846818220073,1.53750334053465,0.25714032449072,0.58157725732039,-8.28845504654428,-0.0535595898884492,1.22022021800173,0.104678664635813
302,0,1,0,0.5,0.002,2,0.2,"relu",0.5,0.9,0.680326482566424,-29.1960499336431,0.0943528500107571,1.45270701981696,0.228322765076687,0.58153497801994,-8.23617217250534,-0.048206234229533,1.17774182741424,0.0980884715911031
613,0.2,0.8,1,0.5,0.002,2,0.2,"relu",0.8,1,0.651850154998707,-29.9607474780885,0.0618394910415408,1.21461094632513,0.194395607178063,0.581416744956348,-8.01616655735096,0.00921230305611272,1.11033033757858,0.106029411175226
628,1,1,1,0.75,0.002,2,0.1,"relu",0.8,0.8,0.684388420137602,-29.0792718791416,0.09898684287424,1.37001335105358,0.237954636861102,0.581368315474534,-8.08342223516552,-0.000792791752359767,1.1494109068071,0.100018443603563
34,0.2,1,0,0.5,0.002,1,0.2,"relu",0.1,0.3,0.712940869136151,-28.4446247331642,0.131073750944832,1.60372068022718,0.275446733256186,0.581351235872875,-8.34812558076125,-0.0617044906126949,1.22065779379444,0.109021217142876
934,0.8,0.6,0.5,0.5,0.002,1,0.1,"relu",0.5,0,0.71101236984645,-28.3575633540984,0.129498598303062,1.49583112220055,0.272978218972372,0.581334526461327,-8.13908513882759,-0.0149418197185937,1.17270785854704,0.109037136421674
649,0.6,0.6,1,0.75,0.002,1,0.1,"relu",0.4,0.3,0.70561400563125,-28.5512845011706,0.122411549790863,1.48614472682094,0.26924124923514,0.581312845327665,-8.11893296844452,-0.00801681818484258,1.19609907966477,0.106845004822189
122,0.2,0.4,0.5,1,0.002,2,0.1,"relu",0.1,0.9,0.708714637084038,-28.6460753817089,0.118086106709182,1.4308493585044,0.269066511769042,0.581308831224687,-8.07980568013091,0.000717554458128397,1.17637681218028,0.10861520572367
594,1,0,1,0.75,0.002,2,0.1,"relu",0.7,0.4,0.681958540790234,-29.1261297653361,0.0957479377253264,1.35453565621603,0.235182897440719,0.581286385186597,-8.10990321824552,-0.0103948924033374,1.1500084851501,0.104063864396149
40,0.2,0.8,0.5,1,0.002,1,0.2,"relu",0.2,0.8,0.708863999656316,-28.7780796418702,0.114659872619152,1.39692699843898,0.268927069997822,0.581259659868521,-8.10545795715296,-0.00328971622706212,1.15750977989839,0.112708631327467
30,0,0.6,0.75,0.75,0.002,1,0.2,"relu",0.6,0,0.68700537845242,-29.1141606490737,0.0973500097824341,1.34909450837084,0.240071922369606,0.581224500817346,-8.04674838381074,0.00126090406535205,1.14389269502506,0.10807153653437
508,0.8,0.4,0.5,0.25,0.002,2,0.2,"relu",0.3,0.8,0.659902571514203,-29.6578823664469,0.0721009144944563,1.25101804408293,0.205453844568306,0.581184013434268,-8.01910045762859,0.0115168336974361,1.11673512014742,0.103916799002369
766,0,0.8,0.25,0.25,0.002,1,0.1,"relu",0.6,1,0.712064950100121,-28.3715885699304,0.12866261121204,1.48571217014863,0.276401205301289,0.581151128488357,-8.08270815862885,-0.00651938582690145,1.16399995172399,0.107035666025849
403,0,0.4,0.5,0,0.002,1,0.2,"relu",0.1,0.6,0.691165918602547,-29.120345890037,0.098830956651227,1.33675104854022,0.246623708811218,0.581034920804536,-8.03046065782106,0.00419369554838947,1.13351026219393,0.110064809656295
265,0.2,0.2,1,0.25,0.002,2,0.1,"relu",0.2,0.3,0.676789525959696,-29.2377924308081,0.0920214298228772,1.34721783978486,0.227137386612979,0.58100363466849,-8.10029437621252,-0.00750075143142978,1.15355716823827,0.104186415907165
573,0.6,0,0.25,0.5,0.002,2,0.1,"relu",0.1,0.2,0.690707245869231,-29.041366651565,0.0997127069297216,1.36852928565847,0.245339405400845,0.580804081165612,-8.09674436152176,-0.007476971482687,1.15270812759581,0.108468487424691
837,0,0.8,1,1,0.002,1,0.2,"relu",0,0.6,0.678756964129908,-29.9727940002429,0.0843302170557592,1.26573292133333,0.229574066427557,0.580777710149197,-8.15500516033453,0.00512219684569709,1.1014004447966,0.104709282828754
772,0.4,0.4,0.25,0,0.002,1,0.2,"relu",0.6,0.2,0.67427747923106,-29.4133024847725,0.0852015792787593,1.31902630532762,0.22544177233477,0.580668622453918,-8.06396434320016,0.00267534609947034,1.13308357203158,0.102634040463226
871,0.6,0,1,0.25,0.002,1,0.1,"relu",0.8,0.2,0.690368739174656,-28.8589746381493,0.107614982300618,1.42269935710784,0.245219905050736,0.580646061625042,-8.06001286471919,-0.00341697718582937,1.16515195857702,0.104778379075606
450,1,0.8,0,0.75,0.002,2,0.1,"relu",1,0.4,0.704734557925909,-28.443697954595,0.126082250579633,1.59175824817729,0.263741274420757,0.580541748402387,-8.40048281163899,-0.0703571644704741,1.26543766295884,0.109271724423503
658,1,0,0.75,0.5,0.002,1,0.2,"relu",0.4,0.4,0.674238115191799,-29.408004484189,0.0853625159539101,1.29539049354951,0.224864576766628,0.580525902567147,-8.04102223600501,5.08991807186797e-06,1.1360406006292,0.10280033812503
421,0.2,0,0.25,0,0.002,1,0.1,"relu",0.6,0.4,0.700424520164677,-28.5750633868557,0.119750610371543,1.47586604740862,0.262614479496168,0.58051485522059,-8.07123043651648,-0.00409348228791147,1.14941464892142,0.10698101424284
246,0.4,0.8,0,1,0.002,1,0.1,"relu",1,0.1,0.721844021286467,-28.0621773623187,0.144960940168361,1.69062472664541,0.28844075936216,0.580320382857159,-8.42222350942545,-0.0829570466488201,1.24338013104008,0.100681180583318
913,0.8,0.4,0.5,1,0.002,2,0.1,"relu",0.3,0.8,0.715338040658482,-28.5255928470603,0.12282834563222,1.43078872902785,0.278006148713357,0.580259072362061,-8.0416964442644,0.00185936402807087,1.1705262812601,0.11255807330507
656,0.2,0.2,0,0.5,0.002,1,0.1,"relu",0.6,0.4,0.704107695116203,-28.5400112294991,0.120363224390748,1.60205926779875,0.26364185113131,0.580132356886284,-8.32054507793504,-0.0674577844172128,1.22734578550465,0.105637090354731
917,0,1,0.75,0,0.002,1,0.1,"relu",0,0.4,0.668995513372626,-29.5296658943323,0.0869162819658151,1.30018606842449,0.219642268130406,0.580099671741748,-8.15981704132786,-0.0109822079863114,1.1560672292543,0.100964974544494
627,0,0.8,0.75,1,0.002,2,0.2,"relu",0,0.6,0.671041238253466,-30.1535673444305,0.0720774002482516,1.2087258093233,0.219983119954512,0.580059703118239,-8.0935600651001,0.0135168173050371,1.08259050321546,0.109550080188555
617,0.2,0.2,0.5,0,0.002,1,0.1,"relu",0.5,0.3,0.710715970833131,-28.4314251107703,0.127595831536386,1.49483535269877,0.273212810418855,0.580056705813381,-8.19243044116884,-0.0215352794056469,1.17320555882277,0.101408952252514
32,0.4,0,0.25,0,0.002,1,0.2,"relu",1,0.4,0.689245355570995,-29.119905013997,0.0992807066738293,1.34656825847787,0.243529153270038,0.579991045565196,-8.02456430874273,0.00639756244056107,1.1359171506364,0.105654102265969
321,0,0.4,0.25,0,0.002,2,0.1,"relu",0.8,0,0.704513194230751,-28.7139679771643,0.115243035054311,1.405921881729,0.261604778715739,0.579891021315663,-8.02589818769748,-0.00117556186404904,1.17740545477322,0.108116407145242
47,0.8,0.2,0.5,0,0.002,1,0.1,"relu",0.2,0.5,0.691184128347753,-28.810025531675,0.111800550833455,1.46704185382361,0.249672103409164,0.579781316604194,-8.03856772562407,-0.00342486216419145,1.20342458193452,0.106728968628838
672,0.8,0.2,0.5,0.25,0.002,1,0.2,"relu",0.7,0.4,0.659806683764655,-29.7015313711785,0.072946828035398,1.27421959419592,0.208018201016267,0.579716581599779,-8.04541194548954,0.00338438526572937,1.10786198963855,0.0942031736739538
410,0.8,1,0.5,0.75,0.002,1,0.2,"relu",1,1,0.677254208319455,-29.4755803313361,0.0865674575986265,1.31162163470239,0.228902872061551,0.579676044248266,-8.04362853488137,0.00818866174418383,1.12053667035706,0.104077000749632
657,0.4,0.4,0.25,0.25,0.002,1,0.1,"relu",1,0.3,0.709028157098792,-28.4921524234523,0.12563830251886,1.48983716100125,0.269617014833156,0.579497751975896,-8.16197327728298,-0.0114792681593775,1.15402141393959,0.100822842574666
234,1,0.4,1,0.75,0.002,1,0.2,"relu",0.3,0.7,0.67634077669879,-29.3846619931391,0.088126707228339,1.32538642560435,0.227316812277066,0.579310496511489,-8.03513840792136,0.00405972261026577,1.14360689229642,0.107479107334478
257,0.2,0.6,0.75,0,0.002,1,0.1,"relu",0.9,0.1,0.68966209998659,-28.9288525054411,0.10941646834789,1.42922832841829,0.245337323377387,0.579122178443573,-8.11343385308902,-0.0043740165383158,1.19395090004166,0.105117250012215
645,0.4,0.8,0.5,0.5,0.002,2,0.1,"relu",0.6,0.3,0.690043943515432,-28.9251672040136,0.105337611145236,1.39893551157467,0.245206330824244,0.579065970194739,-8.06245541279171,0.00226961702018846,1.15535717550616,0.0981561499657018
977,0.4,0,1,0.75,0.002,1,0.2,"relu",0.6,1,0.665320048331103,-29.6514972090105,0.0781745989291191,1.2807744271103,0.209911922411348,0.579064540739188,-8.08251534304804,0.00473751430381812,1.12256102374545,0.104406825929154
680,0.6,0.8,0,0,0.002,2,0.2,"relu",0.8,0.4,0.673372115711825,-29.2873751586389,0.089603796052704,1.43414840208217,0.222846681957468,0.578693612698901,-8.27978941403678,-0.0479110718105027,1.18383480590602,0.10208288345939
226,0,0.2,0,1,0.002,2,0.1,"relu",0,1,0.70653692334755,-28.6041117644005,0.127900319662241,1.54324523361065,0.268306464069937,0.578550891155942,-8.30432199771164,-0.0457746872416955,1.2152307380545,0.108230951262324
5,0.4,0.4,0,0.5,0.002,2,0.2,"relu",0.7,0.4,0.68428012732382,-29.1413551419337,0.0977163999883395,1.45576737712218,0.235230542442104,0.578537473006435,-8.34605052397641,-0.0534821105967954,1.19755470305288,0.0973526192194041
150,1,0.6,1,0.25,0.002,1,0.1,"relu",1,0.1,0.709242731326676,-28.4857268621511,0.124313648584989,1.48050043967321,0.270992728243647,0.578528397417984,-8.14012008758386,-0.0178803802965561,1.19768565959594,0.105390393865585
99,0.8,0.8,0.5,0.25,0.002,1,0.1,"relu",0.2,1,0.714059576815353,-28.3335108801287,0.132654646958634,1.52194833490051,0.277193097609016,0.578522195864614,-8.09846395030935,-0.00882890342944356,1.16719752998081,0.10377295015709
333,0.6,0,0.75,0.25,0.002,1,0.1,"relu",0,0.5,0.676267171006815,-29.6495659987055,0.0868985771929183,1.31669875234624,0.223107843173571,0.578306596559293,-8.14371432798865,0.00145019059513498,1.13417946396446,0.0990269782657169
923,1,0.6,0.5,0,0.002,1,0.2,"relu",0.7,0.7,0.685048107878762,-29.173268951536,0.0942052639920171,1.34784435585521,0.24023114724905,0.578159249315186,-8.07935808756887,-0.00438599394355597,1.12715959617449,0.104824378008007
323,1,0.2,0.75,0.75,0.002,2,0.1,"relu",0.3,0.3,0.684002236785448,-29.1486090431956,0.0953909662122587,1.34040832956486,0.236723760053238,0.578080534859119,-8.04564897840935,0.000175749309914704,1.1486197356011,0.10913431467155
949,0.6,0.6,0.25,0,0.002,2,0.2,"relu",0.5,0,0.669959465051536,-29.6189746753593,0.0776035469284721,1.25167628223638,0.218371764705395,0.57807772096576,-8.08982574041018,-0.00229293423530345,1.1144785934302,0.10035080651658
346,0,0.2,0.75,0.75,0.002,1,0.1,"relu",0.5,0.9,0.692734353064802,-28.8159997513148,0.110979550355545,1.43985569181348,0.250232842628439,0.578062378431297,-8.122950026165,-0.0103902044320469,1.15743009636444,0.103343611266577
580,0,0,0.75,0.75,0.002,2,0.1,"relu",0,1,0.666414674221475,-29.7762144435725,0.0759185083663263,1.26199876217719,0.213037733178981,0.578042322767577,-8.07733539212111,0.00677004887652936,1.09972376565927,0.0962599468953552
111,0.4,0.8,0.25,0,0.002,1,0.1,"relu",0.9,0.7,0.699881915328614,-28.6518153647423,0.116492574567959,1.46857868106619,0.257719371919616,0.578041121938406,-8.16630850742684,-0.0219170085802647,1.18082383308436,0.102101195671312
931,1,0.4,0.75,0.25,0.002,2,0.2,"relu",0.4,0.3,0.66099459865757,-29.8096885456567,0.0688152831151924,1.22314590020687,0.206372885099788,0.577994771776555,-8.07827641180295,0.00444736725786977,1.09679227573655,0.0930410711355231
972,0.8,0.2,0.25,0.25,0.002,2,0.1,"relu",0.9,0.1,0.69955623433938,-28.6466066230145,0.114960920296868,1.42380634321107,0.259521738092634,0.577951061225638,-8.06850471855676,-0.00576021586882704,1.13405697370311,0.101098854186108
405,0.4,0.2,0.75,0,0.002,1,0.1,"relu",0.6,0.9,0.697685959655748,-28.7274012718377,0.114445312657491,1.46938723947881,0.255413022756445,0.577885576348738,-8.11059946232553,-0.00801500885702309,1.20440926321807,0.106887958523308
529,0,0,0.75,0,0.002,1,0.1,"relu",0.3,0.8,0.715139784921794,-28.3599334093821,0.131290250626784,1.51361700563408,0.279758568373968,0.577859999266041,-8.08600312721773,-0.0082138955703236,1.15210855097019,0.101190459011897
349,0.6,1,0.25,1,0.002,2,0.2,"relu",0.2,0.9,0.680632041358127,-29.3317318526998,0.088319606586641,1.31711061785976,0.230331896143946,0.57780549281689,-8.0850680443265,-0.00226272621574868,1.10775909974137,0.099146057542404
244,0.8,0.6,0.5,0.25,0.002,1,0.1,"relu",0.1,0.6,0.691453166865946,-28.9174655343575,0.107540517435962,1.42984376143421,0.247346163764544,0.577778771261481,-8.02856577153111,0.00124675868069412,1.18018498707856,0.109501658257031
