"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","cor.train_mean","AUC.valid_mean","ll.valid_mean","nagel.valid_mean","plr.valid_mean","cor.valid_mean"
373,0.8,0.4,0,0.5,0.002,1,0.2,"relu",0.2,0.3,0.705881095089243,-28.5967882230754,0.123449696245111,1.57790424579272,0.265332974564062,0.599805279810767,-8.3052380057853,-0.0513077760594501,1.27696094571459,0.127280193947839
930,0,0.8,0.5,0.75,0.002,2,0.1,"relu",0.2,0.7,0.715545661042702,-28.3260884967663,0.130478875139823,1.48508089506037,0.278528749067882,0.5994714860809,-8.0404439882103,0.000797651800505176,1.23315803460762,0.130921246034247
867,0,0.2,0.25,0.75,0.002,2,0.2,"relu",0.8,0.1,0.710964927071065,-28.7319772040436,0.115535944756969,1.39348555793913,0.273402388845973,0.599447367491318,-8.0031817058647,0.013540549179437,1.1562079857648,0.125075498242072
251,0.8,0.6,0.5,1,0.002,1,0.1,"relu",0.8,0.6,0.740691935370219,-27.6680784448333,0.160744099702167,1.61435431148652,0.315636301268946,0.599416316700198,-8.02856275534419,-0.000848160381389068,1.22783894214484,0.133634669035404
586,0.4,0.8,0.5,1,0.002,2,0.1,"relu",1,0.6,0.716189210768937,-28.4282879311795,0.127646407789983,1.46295873704587,0.281349697995013,0.599074306667835,-7.97511778622565,0.011077587750842,1.19001444129899,0.130729924559088
701,0.2,0.2,0.75,0.75,0.002,1,0.2,"relu",0.6,0.3,0.687551555340168,-29.1504780736171,0.0993053794852638,1.34304265085276,0.242095365386635,0.5989055097075,-8.03044497326123,0.0104447725353808,1.1457057299659,0.120510937163673
982,0.4,1,0.25,0.5,0.002,1,0.1,"relu",0.4,0.4,0.718562629947889,-28.3261615336324,0.133440319161624,1.4985056847188,0.284411508758736,0.598204183449189,-8.07139448951489,-0.00513989809577926,1.21126503607014,0.131432531703723
175,0.6,0,0.25,0.75,0.002,1,0.1,"relu",0.3,0.4,0.714335195754265,-28.4437301233117,0.126477916043157,1.48235002707146,0.278813163761234,0.597739268555544,-8.02366563048001,0.00135032356095644,1.19684049842425,0.127308518572663
54,1,0.4,0,0,0.002,2,0.1,"relu",0.7,0.8,0.716002551307827,-28.1459490950819,0.138940702918393,1.66113140231609,0.282700170483069,0.597723487770531,-8.22150850291905,-0.0458386183416767,1.27953482367945,0.119968536095175
513,0.8,0.4,0.25,0.25,0.002,2,0.1,"relu",0.6,0.5,0.690575612605632,-28.8914874125702,0.104516029778374,1.38156104832959,0.247000747813389,0.597316866390952,-8.03055378769687,0.0117821805516173,1.16650566538669,0.128940425284171
223,0.2,0.6,1,1,0.002,1,0.1,"relu",1,0.9,0.713828473718741,-28.3837894802326,0.129566846525217,1.50048498743491,0.278065685527059,0.597271996230479,-8.03738501309612,-0.00922441188702581,1.2221586829785,0.130015823750112
629,0.8,0.6,0.25,1,0.002,2,0.2,"relu",0.3,0.3,0.698396885745694,-28.9012267296344,0.108219871169456,1.38329189183634,0.256009845505471,0.596804098524235,-8.08306417145524,-0.000662580049827157,1.19778284350754,0.125557467108963
386,0,0.6,0.25,0.25,0.002,1,0.2,"relu",0.5,0,0.695276268618295,-28.9137030760391,0.105165783875155,1.37003332758127,0.25488075180169,0.596580456404657,-8.01484864737057,0.0090738910432997,1.14613371029117,0.121642025652541
74,0.6,0,0.25,0,0.002,1,0.1,"relu",0.7,0.4,0.698693296138687,-28.7442412257716,0.115592119492732,1.44917859168017,0.256965254562261,0.596271251214095,-8.03147126980889,0.00341273740975944,1.19893470044714,0.123790159223895
222,0.4,0.4,0.75,0.5,0.002,2,0.1,"relu",0.5,0.3,0.683764011308403,-29.1137125893093,0.0983801531889959,1.3716016309505,0.233704406252267,0.596101873099786,-8.05843208560908,0.00463815771268279,1.1831228728151,0.121157852159807
946,0,1,0.25,0.75,0.002,2,0.2,"relu",0.5,0.7,0.702469636399221,-28.8525946368636,0.108287585939788,1.370827457091,0.260927324332811,0.595973140344592,-8.03226945717314,0.00872239315497373,1.14844026472901,0.120921220214699
939,0.4,1,0.5,0.5,0.002,1,0.1,"relu",0.2,0.2,0.708559815389225,-28.400599428913,0.129600436528774,1.50925270370047,0.270166211991201,0.59591074100908,-8.09488305212534,-0.00621212924038327,1.21391491914784,0.125779141391597
95,0.6,0.6,0,1,0.002,2,0.1,"relu",0.3,0.6,0.696444096180842,-28.7249436435382,0.112776446291997,1.56667032416141,0.254072284753606,0.595880063789758,-8.27283834129709,-0.0540456840195802,1.26152094221199,0.118187581602721
206,0.2,0,0.5,1,0.002,1,0.1,"relu",1,0,0.736356290130695,-27.8272093232804,0.152948543369033,1.58517062416008,0.308362033905763,0.595688349826151,-8.04738316052294,-0.00209803900492421,1.25214036642279,0.127836357550841
830,1,1,0,0,0.002,1,0.1,"relu",0.9,0.1,0.7216456416645,-28.0409951765151,0.145074780479253,1.70452010724662,0.289166794964418,0.595615423422478,-8.41361315474501,-0.0757040260432772,1.30234977584421,0.120385107913874
35,0.4,1,0.25,1,0.002,2,0.1,"relu",1,0.8,0.725852826285657,-28.0312663007555,0.144038021598878,1.56095781576426,0.293768632943948,0.595398986549112,-8.09524776079374,-0.0114496076470052,1.22679217869348,0.122725364843412
178,0.2,1,1,1,0.002,1,0.1,"relu",0.2,0.7,0.719401738727749,-28.177149073136,0.137311276805884,1.54583275335823,0.286727504645057,0.595396707587841,-8.055341448255,0.000533258819928764,1.23291255382883,0.130934115164644
664,0.2,0.8,0,0.5,0.002,1,0.1,"relu",0.2,0,0.734812215956455,-27.7416655806378,0.15933781516629,1.74739132305514,0.305214557608696,0.595377950542844,-8.3422345891558,-0.0642105878966245,1.25156933036081,0.118437775772054
662,0.8,0.8,0.5,1,0.002,1,0.1,"relu",1,0.4,0.724988423372132,-28.3368172076213,0.134989076123671,1.48574097595446,0.295003686370834,0.595174361298574,-8.06173534131231,-0.00033479342412647,1.17688567881137,0.119879206366991
828,0.6,0.4,1,0,0.002,1,0.1,"relu",0.6,0.3,0.690713901044668,-28.8413597950814,0.110292187584832,1.44775338150431,0.247688379376152,0.594887734787138,-8.0533792201851,0.00686671585284387,1.19743165505914,0.119955009721896
116,0.8,0,0.5,0.75,0.002,1,0.2,"relu",0.4,0,0.707257982209666,-28.7161459180832,0.115754965269126,1.40387623383223,0.271059379074603,0.594552413599509,-8.01368333188774,0.00553602659716679,1.18107108384783,0.122965853471934
981,0.2,0.6,0.25,1,0.002,1,0.1,"relu",0.9,0.7,0.729450391635723,-27.8367976375534,0.151778021578613,1.62175087321894,0.300937409849616,0.594465658755695,-8.11007393135184,-0.0186995354972432,1.23788109885056,0.12442166206815
842,1,0,0.25,1,0.002,1,0.1,"relu",0.2,0.3,0.709529796239023,-28.5392267127427,0.12580320458412,1.49453905629378,0.274484192099828,0.59431218581168,-8.13636001547021,-0.0087691345412779,1.23177562424863,0.123264614088876
434,0,0.2,1,1,0.002,2,0.2,"relu",0.2,0.8,0.686962797031384,-29.3701612309976,0.0862179094545417,1.27787994125646,0.239076564220378,0.594141272732985,-7.99072626720093,0.0167869059782795,1.10331069649319,0.117155923012334
430,0,0,0,1,0.002,1,0.1,"relu",0.2,0,0.713277986228866,-28.2685059822055,0.134946190802016,1.64475662315559,0.278650591926088,0.594107655047069,-8.27534896868443,-0.0543743394276342,1.28992752041027,0.119156299671284
479,0.8,0.2,0.25,1,0.002,1,0.1,"relu",1,1,0.715884620678954,-28.3584557387259,0.132272378247699,1.51929317138972,0.283886170936709,0.594075770003947,-8.07419252146005,-0.00536164118942379,1.20388178943467,0.128539897049142
708,0,0.8,0.25,0.5,0.002,2,0.2,"relu",0.1,0.4,0.687710230443141,-29.2377114805032,0.0926703869874245,1.31697421109655,0.242411431478951,0.59395190216367,-8.00410565437047,0.0163384299336087,1.12504984561192,0.123849819021512
523,0,0.8,0.25,0.75,0.002,1,0.1,"relu",0.3,0.7,0.731910974697082,-27.828116180891,0.153051245300663,1.60183176981854,0.30635281334408,0.593913170542117,-8.06846414490324,-0.0037056603428278,1.22490433289546,0.12127576860682
