STCODE,FORMAT,CLASS,TAX_ORDER,FAMILY,SCI_NAME,AUTHOR,ADULT_HAB,IMMAT_HAB,ADULT_FUNC,IMMAT_FUNC,HOSTTYPE,HOST,ABUNDANCE,COLLECTION,REFERENCE
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,AGELENIDAE,Cybaeus reticulatus,Simon,F-lt,F-lt,Pr,Pr,,,C,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,AGELENIDAE,Cybaeus scopulatus,Chamberlin & Ivie,F-lt,F-lt,Pr,Pr,,,C,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,AGELENIDAE,Cybaeus simplex,Roth,F-lt,F-lt,Pr,Pr,,,C,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,AGELENIDAE,Hololena sp.,,F-lt,F-lt,Pr,Pr,,,,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,AGELENIDAE,Novalena intermedia,(Chamberlin & Gertsch),F-cn,F-cn,Pr,Pr,,,U,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,AGELENIDAE,Tegenaria domestica,(Clerck),dom,dom,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,AMAUROBIIDAE,Callioplus macarius,Chamberlin,F-lt,F-lt,Pr,Pr,,,,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,AMAUROBIIDAE,Callobius deces,Chamberlin & Ivie,F-lt,F-lt,Pr,Pr,,,C,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,AMAUROBIIDAE,Callobius nevadensis,(Simon),F-lt,F-lt,Pr,Pr,,,C,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,AMAUROBIIDAE,Callobius nomeus,(Chamberlin),F-lt,F-lt,Pr,Pr,,,C,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,AMAUROBIIDAE,Callobius pictus,(Simon),F-lt,F-lt,Pr,Pr,,,U,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,AMAUROBIIDAE,Callobius severus,(Simon),F-lt,F-lt,Pr,Pr,,,C,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ANAPIDAE,Chasmocephalon shantzi,Gertsch,F-lt,F-lt,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ANTRODIAETIDAE,Antrodiaetus montanus,(Chamberlin & Ivie),F-sl,F-sl,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ANTRODIAETIDAE,Antrodiaetus occultus,Coyle,F-sl,F-sl,Pr,Pr,,,C,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ANTRODIAETIDAE,Antrodiaetus pacificus,(Simon),F-sl,F-sl,Pr,Pr,,,A,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ANTRODIAETIDAE,Antrodiaetus pugnax,(Chamberlin),F-sl,F-sl,Pr,Pr,,,R,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ANYPHAENIDAE,Anyphaena aperta,(Banks),F-cn,F-cn,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ANYPHAENIDAE,Anyphaena pacifica,(Banks),F-cn,F-lt,Pr,Pr,,,A,A,"1,10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Aculepeira packardi,(Thorell),M-vg,M-vg,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Araneus bispinosus,(Keyserling),M-vg,M-vg,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Araneus diadematus,Clerck (I),F-cn,F-cn,Pr,Pr,,,A,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Araneus gemma,(McCook),F-cn,F-cn,Pr,Pr,,,U,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Araneus gemmoides,Chamberlin & Ivie,F-cn,F-cn,Pr,Pr,,,A,,"1,10"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Araneus marmoreus,Clerck,F-cn,F-cn,Pr,Pr,,,C,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Araneus nordmanni,(Thorell),F-cn,F-cn,Pr,Pr,,,A,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Araneus saevus,(L.Koch),F-cn,F-cn,Pr,Pr,,,A,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Araneus trifolium,(Hentz) (I),O-vg,O-vg,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Araniella displicata,(Hentz),F-cn,F-cn,Pr,Pr,,,A,A,"1,10"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Cyclosa conica,(Pallas),F-cn,F-cn,Pr,Pr,,,A,A,"1,10"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Eustala anastera,(Walckenaer),F-cn,F-cn,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Eustala rosae,Chamberlin & Ivie,F-cn,F-cn,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Meta sp.,,,,Pr,Pr,,,R,,1
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Metellina mimetoides,Chamberlin & Ivie,F-cn,F-cn,Pr,Pr,,,U,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Metepeira foxi,Gertsch & Ivie,M-vg,M-vg,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Metepeira grandiosa,Chamberlin & Ivie,M-vg,M-vg,Pr,Pr,,,C,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Neoscona sp.,,dom,dom,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Nuctenea patagiata,(Clerck),F-cn,F-cn,Pr,Pr,,,A,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,ARANEIDAE,Zygiella carpenteri,Archer,F-cn,F-cn,Pr,Pr,,,C,,"1,10"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,CLUBIONIDAE,Agroeca spp.,,F-lt,F-lt,Pr,Pr,,,A,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,CLUBIONIDAE,Castianeira longipalpa,(Hentz),M-gd,M-gd,Pr,Pr,,,U,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,CLUBIONIDAE,Cheiracanthium inclusum,(Hentz) (I),F-lt,F-lt,Pr,Pr,,,U,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,CLUBIONIDAE,Clubiona canadensis,Emerton,F-cn,F-cn,Pr,Pr,,,A,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,CLUBIONIDAE,Clubiona mimula,Chamberlin,F-lt,F-lt,Pr,Pr,,,U,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,CLUBIONIDAE,Clubiona spp.,,,,Pr,Pr,,,C,,"1,10"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,CLUBIONIDAE,Clubiona trivialis,C.L.Koch,F-lt,F-lt,Pr,Pr,,,U,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,CLUBIONIDAE,Corinna spp.,,F-lt,F-lt,Pr,Pr,,,,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,CLUBIONIDAE,Phrurolithus spp.,,F-lt,F-lt,Pr,Pr,,,,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,CLUBIONIDAE,Phrurotimpus borealis,(Emerton),F-lt,F-lt,Pr,Pr,,,,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,CLUBIONIDAE,Phrurotimpus sp.,,F-lt,F-lt,Pr,Pr,,,,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,CLUBIONIDAE,Trachelas spp.,,F-lt,F-lt,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,CTENIZIDAE,(literature record only to family),,,,Pr,Pr,,,,,2
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,DICTYNIDAE,Dictyna annulipes,(Blackwall),M-vg,M-vg,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,DICTYNIDAE,Dictyna calcarata,Banks,M-vg,M-vg,Pr,Pr,,,R,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,DICTYNIDAE,Dictyna major,Menge,M-vg,M-vg,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,DICTYNIDAE,Dictyna peragrata,(Bishop & Ruderman),F-cn,F-cn,Pr,Pr,,,A,,1
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,DICTYNIDAE,Dictyna tridentata,Bishop & Ruderman,F-cn,F-cn,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,DICTYNIDAE,Mallos niveus,O.Pickard-Cambridge,M-vg,M-vg,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,DICTYNIDAE,Mallos pallidus,Banks,F-cn,F-cn,Pr,Pr,,,U,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,DIPLURIDAE,Microhexura idahoana,Chamberlin & Ivie,F-lt,F-lt,Pr,Pr,,,U,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Callilepis eremella,Chamberlin,F-lt,F-lt,Pr,Pr,,,U,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Callilepis pluto,Banks,F-lt,F-lt,Pr,Pr,,,U,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Drassodes spp.,,M-gd,M-gd,Pr,Pr,,,C,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Gnaphosa californica,Banks,F-lt,F-lt,Pr,Pr,,,C,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Gnaphosa muscorum,(L.Koch),F-lt,F-lt,Pr,Pr,,,C,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Herpyllus propinquus,(Keyserling),M-gd,M-gd,Pr,Pr,,,C,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Micaria pulicaria,(Sundevall),M-vg,M-vg,Pr,Pr,,,U,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Micaria utahna,Gertsch,M-vg,M-vg,Pr,Pr,,,U,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Orodrassus sp.,,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Scotophaeus blackwalli,(Thorell) (I),F-cn,F-cn,Pr,Pr,,,C,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Sergiolus columbianus,(Emerton),F-cn,F-cn,Pr,Pr,,,U,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Sergiolus montanus,(Emerton),F-cn,F-cn,Pr,Pr,,,C,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Zelotes fratris,Chamberlin,F-lt,F-lt,Pr,Pr,,,C,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Zelotes josephine,Platnick & Shadab,F-lt,F-lt,Pr,Pr,,,C,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,GNAPHOSIDAE,Zelotes puritanus,Chamberlin,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,HAHNIIDAE,Neoantistea agilis,(Keyserling),F-lt,F-lt,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,HAHNIIDAE,Neoantistea magna,(Keyserling),F-lt,F-lt,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,HYPOCHILIDAE,Hypochilus petrunkevitchi,Gertsch,O-rk,O-rk,Pr,Pr,,,R,,"2,10"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LEPTONETIDAE,Leptoneta sylva,Chamberlin & Ivie,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Acartauchenius sp.,,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Agyneta sp.,,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Aphileta sp.,,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Arcuphantes sp.,,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Bathyphantes alameda,Ivie,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Bathyphantes alascensis,(Banks),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Bathyphantes chico,Ivie,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Bathyphantes keeni,(Emerton),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Bathyphantes orica,Ivie,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Centromerus sp.,,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Ceraticelus armaticeps,(Cambridge),F-cn,F-cn,Pr,Pr,,,C,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Ceratinella alaskae,Chamberlin & Ivie,O-sl,O-sl,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Ceratinella sp.,,O-sl,O-sl,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Ceratinops inflata,(Emerton),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Coreorgonal monoceros,(Simon),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Coreorgonal petulcus,(Millidge),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Eperigone trilobata,(Emerton),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Erigone dentosa,O. Pickard-Cambridge,F-cn,F-lt,Pr,Pr,,,A,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Erigone spp.,,F-lt,F-lt,Pr,Pr,,,A,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Frontinella spp.,,F-cn,F-cn,Pr,Pr,,,A,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Gnathantes ferosa,Chamberlin & Ivie,F-cn,F-cn,Pr,Pr,,,C,,"1,10"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Helophora orinoma,(Chamberlin),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Lepthyphantes mercedes,Chamberlin & Ivie,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Lepthyphantes tenuis,(Blackwall),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Lepthyphantes zebra,(Emerton),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Lepthyphantes zelatus,Zorsch,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Lepthyphantes zibus,Zorsch,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Linyphantes pualla,Chamberlin & Ivie,F-lt,F-lt,Pr,Pr,,,C,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Linyphantes sp.,,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Meioneta spp. (3),,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Microlinyphia dana,(Chamberlin & Ivie),,,,,,,,,
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Microneta viaria,(Blackwall),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Neriene litigiosa,(Keyserling),F-cn,F-cn,Pr,Pr,,,A,,"1,10"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Oreonetides filicatus,(Crosby),F-cn,F-cn,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Pelecopsis sculptum,(Emerton),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Pimoa altioculata,(Keyserling),F-cn,F-cn,Pr,Pr,,,A,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Pityohyphantes costatus,(Hentz),F-cn,F-cn,Pr,Pr,,,A,A,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Pityohyphantes rubrofasciatus,Keyserling,F-cn,F-cn,Pr,Pr,,,A,,1
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Pocadicnemis pumila,(Blackwall),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Scironis sima,Chamberlin,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Scotinotylus spp.,,F-lt,F-lt,Pr,Pr,,,U,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Spirembolus demonologicus,(Crosby),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Spirembolus mendax,Millidge,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Spirembolus mundus,Chamberlin & Ivie,F-cn,F-cn,Pr,Pr,,,C,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Spirembolus vasingtonius,Chamberlin,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Symmigma minimum,(Emerton),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Tachygyna sonoma,Millidge,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Tachygyna vancouverana,Chamberlin & Ivie,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Walckenaeria columbia,Millidge,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Walckenaeria monoceras,(Chamberlin & Ivie),F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Walckenaeria oregona,Millidge,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Walckenaeria subspiralis,Millidge,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Wubana atypica,Chamberlin & Ivie,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Wubana pacifica,(Banks),F-cn,F-cn,Pr,Pr,,,U,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LINYPHIIDAE (+ MICRYPHANTIDAE),Zygottus corvallis,Chamberlin,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LYCOSIDAE,Allocosa subparva,Dondale & Redner,O-gd,O-gd,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LYCOSIDAE,Alopecosa kochi,(Keyserling),M-gd,M-gd,Pr,Pr,,,C,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LYCOSIDAE,Arctosa spp.,,M-gd,M-gd,Pr,Pr,,,A,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LYCOSIDAE,Lycosa spp.,,M-gd,M-gd,Pr,Pr,,,A,,2
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LYCOSIDAE,Pardosa californica,Keyserling,M-gd,M-gd,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LYCOSIDAE,Pardosa dorsalis,Banks,M-gd,M-gd,Pr,Pr,,,A,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LYCOSIDAE,Pardosa dorsuncata,Lowrie & Dondale,M-gd,M-gd,Pr,Pr,,,A,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LYCOSIDAE,Pardosa lowriei,Kronestedt,M-gd,M-gd,Pr,Pr,,,C,,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LYCOSIDAE,Pardosa mackenziana,(Keyserling),M-gd,M-gd,Pr,Pr,,,A,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LYCOSIDAE,Pardosa wyuta,Gertsch,M-gd,M-gd,Pr,Pr,,,C,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LYCOSIDAE,Pirata piraticus,(Clerk),S-Aq,S-Aq,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LYCOSIDAE,Schizocosa mccooki,(Montgomery),O-gd,O-gd,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,LYCOSIDAE,Trochosa terricola,Thorell,M-gd,M-gd,Pr,Pr,,,U,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,MECICOBOTHRIDAE,Hexura picea,Simon,F-lt,F-lt,Pr,Pr,,,U,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,MECICOBOTHRIDAE,Hexura rothi,Gertsch & Platnick,F-lt,F-lt,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,MIMETIDAE,Mimetus hesperus,Chamberlin,F-cn,F-cn,Pr,Pr,A,SPID,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,NESTICIDAE,Nesticus sp.,,F-lt,F-lt,Pr,Pr,,,U,A,40
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,OECOBIIDAE,Oecobius annulipes,Lucas,F-cn,F-cn,Pr,Pr,,,R,,"1,10"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,OXYOPIDAE,Oxyopes scalaris,Hentz,M-vg,M-vg,Pr,Pr,,,A,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,PHILODROMIDAE,Apollophanes margareta,Lowrie & Gertsch,F-cn,F-cn,Pr,Pr,,,A,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,PHILODROMIDAE,Ebo evansae,Sauer & Platnick,F-lt,F-lt,Pr,Pr,,,U,A,"10,40"
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,PHILODROMIDAE,Philodromus alascensis,Keyserling,M-gd,M-gd,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,PHILODROMIDAE,Philodromus californicus,Keyserling,F-cn,F-cn,Pr,Pr,,,R,,10
SA001,1,ARACHNIDA-ARANEAE,ARANEAE,PHILODROMIDAE,Philodromus cespitum,(Walckenaer),M-vg,M-vg,Pr,Pr,,,R,,10
