"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","cor.train_mean","AUC.valid_mean","ll.valid_mean","nagel.valid_mean","plr.valid_mean","cor.valid_mean"
414,0.4,0.8,0,1,0.002,1,0.1,"relu",0.7,0.7,0.686904044327565,-35.2051129656159,0.110797056169841,1.57765929747967,0.231830614680198,0.566984610816979,-10.1046113939993,-0.0596454835792747,1.20639638371271,0.084874384566465
359,0.2,0.4,0.5,0.75,0.001,1,0.2,"relu",0.6,0.1,0.636965778679095,-38.0142801325386,0.011391916158275,1.01837512663803,0.17050523776386,0.566953628760677,-9.79162879877815,0.00543145224638583,1.00967216177707,0.0814026603128567
865,0.8,0.8,1,1,0.001,1,0.2,"relu",0.1,0.5,0.682794694596537,-37.4458790319478,0.029829695274724,1.06393604436828,0.218749750473243,0.56691231971872,-9.70425358696151,0.0102466992941157,1.02425214629565,0.0841079131141694
660,0.2,0.4,0,0.25,0.002,1,0.2,"relu",0.7,0.6,0.686815631458494,-35.2419297993249,0.10958110835041,1.54618115993962,0.231567428746617,0.566863007448533,-10.0575359419556,-0.0522739174146638,1.19679652889456,0.0844486131606864
336,0.4,0.8,0,1,0.002,1,0.2,"relu",0.2,0.7,0.686896731898336,-35.2373582318213,0.109998768618522,1.55487189771568,0.231705131283287,0.56686225020703,-10.076661907521,-0.0542941088951368,1.19899439564558,0.0845247305544526
42,0.4,0.2,0,0.5,0.002,1,0.1,"relu",0.6,1,0.687376410912241,-35.1043251485136,0.111902384526148,1.64543663079784,0.230176180842546,0.566825009217989,-10.1914415120884,-0.0742526697062528,1.22761658379633,0.0848457584951405
679,0.4,0.8,0,0,0.002,1,0.2,"relu",0.8,0.1,0.686860007560454,-35.2334635364618,0.10991197262586,1.55300395724679,0.231659967706752,0.566821256308243,-10.0697246008329,-0.0538263369422005,1.19855142920412,0.084575458817167
139,1,1,0.5,1,0.002,1,0.2,"relu",0.4,0.5,0.683258474791071,-36.8996218568433,0.0479219399062398,1.11584864350302,0.221640550805809,0.566804614590159,-9.7010349319182,0.0140741913192442,1.04321742843763,0.0843673354523568
90,1,0.8,0,1,0.002,2,0.2,"relu",0.4,0.5,0.686850414198358,-35.1065542559299,0.111502154586564,1.62000101748473,0.2318567045121,0.566735313635741,-10.1359083229115,-0.0660531288362489,1.2197903507172,0.0844167357634082
327,0.2,0.4,0,1,0.001,1,0.2,"relu",0.6,0.9,0.686001761000157,-35.5167826118685,0.103664168803539,1.45710944917787,0.229390889321249,0.566702872563953,-9.9632583748374,-0.0276435185224654,1.16263729197281,0.0845790563716736
53,1,0.8,1,1,0.002,2,0.1,"relu",0.7,0.3,0.683220466898757,-37.2672566514917,0.0309671539718347,1.06777283668784,0.219323661641607,0.566698403247582,-9.73033759387293,0.0103978758543845,1.02506712136692,0.0838848541588788
183,0.6,0.8,0,0.75,0.002,1,0.1,"relu",0.1,1,0.687221696543073,-35.2099656551564,0.111050778515325,1.67190222970285,0.228456370981085,0.566690917391371,-10.2600220316978,-0.0807058135691,1.23709500603056,0.0840862508816916
386,0.8,0,0,0.75,0.002,1,0.1,"relu",0.1,1,0.687194973685635,-35.2088599807052,0.111027786798182,1.67367817134584,0.228439297852678,0.566641356919678,-10.2652394592049,-0.0816029936622423,1.2365673168446,0.0837441737391582
43,1,0,0.5,1,0.002,2,0.2,"relu",1,0.7,0.68373027130908,-36.7680901489286,0.0492437272357285,1.12298015468266,0.222098097016913,0.566586665588353,-9.71211027190186,0.0139187201002593,1.04448930749891,0.0839274629193875
565,0.6,0.4,1,1,0.002,2,0.2,"relu",0.1,0.2,0.683167488449031,-37.2662525902377,0.0310869715219525,1.06836870380156,0.219346269020713,0.56657051537963,-9.74355035704122,0.0104091202842062,1.02520231749528,0.0841694112818289
705,1,0.8,1,1,0.002,2,0.2,"relu",0.7,0.8,0.683165813302589,-37.2649733212945,0.031055192419169,1.06818403525799,0.219343203069131,0.566534327186789,-9.73817315483117,0.0104080826248973,1.02516118231935,0.0840772172233949
149,0.8,0.2,1,1,0.002,2,0.1,"relu",0.3,0.4,0.683180453832952,-37.2659280794278,0.0310946350799776,1.06838129538971,0.219349322089122,0.566509367890013,-9.74329463738665,0.0104126310396521,1.02520927058444,0.0841721062883672
77,0.4,0.2,0.25,1,0.002,2,0.2,"relu",0.1,0,0.684512841605958,-36.2122593751132,0.0697525628941697,1.20571241681475,0.22525221929678,0.566497563014304,-9.70470222660733,0.0138223071437716,1.07285109698566,0.0839009874738118
279,0.8,0.6,0.5,1,0.002,2,0.2,"relu",0.4,0.5,0.683746478466157,-36.7680442645346,0.0492459626009055,1.12298785874915,0.222098662379483,0.566496667606903,-9.7121951580254,0.0139189825455319,1.04449076961752,0.083907145170597
199,0.8,0.6,1,1,0.002,2,0.2,"relu",0.6,0.1,0.683182529188121,-37.2659234302173,0.03109250098815,1.06837106092242,0.219347653129351,0.566468316646191,-9.74314561127793,0.0104137031609351,1.02520982355511,0.0841694450342836
759,1,0.6,0.25,1,0.002,2,0.1,"relu",1,0.1,0.684537513624168,-36.2122934966274,0.069744769937597,1.20566177271088,0.225252411814526,0.56644391358996,-9.70416836259413,0.0138242651977474,1.07283853731998,0.0839001965776238
209,0.8,0.2,0.25,1,0.002,2,0.2,"relu",0.6,0.9,0.684542959757686,-36.2123936220731,0.0697496237660263,1.20571120439272,0.225251909028095,0.566420346552853,-9.70476617894539,0.013820192732412,1.07284195819642,0.0838952155566721
81,1,0.4,0.25,1,0.002,2,0.1,"relu",0.2,0.5,0.684534413205306,-36.2122380601656,0.0697531379156363,1.20571362255536,0.225252346121957,0.566410453190648,-9.70465418132659,0.0138236063773501,1.07285538907419,0.0839026658893432
469,1,0.4,0.5,1,0.002,2,0.2,"relu",0.6,0.4,0.683741732300005,-36.768013540294,0.0492456012720202,1.12298703302063,0.222098589653466,0.566405550517312,-9.71211197329465,0.013917001414931,1.04448532042022,0.083898018548981
606,0.8,0.2,0.5,1,0.002,2,0.2,"relu",1,0.2,0.68373296048639,-36.7680355693189,0.0492440306519128,1.12297895082024,0.222099384459688,0.566398005992941,-9.71209771237865,0.0139158478217037,1.04447961369648,0.083905401089147
735,0.8,0.6,0.5,1,0.002,2,0.1,"relu",0.5,0.5,0.683759819369591,-36.7680394418528,0.0492450484381527,1.12298247166134,0.222098356214262,0.566348630406507,-9.71201545487115,0.0139194571412483,1.04448867004108,0.083910956522534
75,1,1,0.25,1,0.002,1,0.1,"relu",0.7,0.6,0.684182051527209,-36.3684172608894,0.0675274479500353,1.1903329661185,0.224777644626047,0.566323185500316,-9.69062099286885,0.0144040768935763,1.06974758769435,0.0840913077719411
468,0.6,0.8,0,0.75,0.001,1,0.1,"relu",0.1,0.3,0.684717461068353,-35.4408457102716,0.104564748210709,1.47350769188265,0.228657164323258,0.566293387371198,-9.96284875795183,-0.0304806217386229,1.16849681220878,0.0845682536710085
196,0.4,0.4,0.25,1,0.002,2,0.2,"relu",0.2,0,0.684482416314402,-36.2178339861305,0.0694039656277833,1.20332955197567,0.225195152946763,0.566261040972903,-9.69477765105641,0.0139103590370154,1.07233681412063,0.0837253011630516
232,0.2,0.2,1,1,0.001,1,0.2,"relu",0.7,0.2,0.682556717530284,-37.5616848749549,0.0298044605825685,1.0629370503772,0.218533360001268,0.566246659751961,-9.75828932606252,0.0103558990138718,1.02401318633407,0.0840542965769029
39,0.4,0,0.5,1,0.001,1,0.2,"relu",0.1,0.3,0.683167056040056,-36.9481859785034,0.0472958194577068,1.11332225303179,0.221242993969683,0.566135924259696,-9.6702325331116,0.0140872317438908,1.04275291163534,0.0838779089809906
