"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","tjur.train_mean","cor.train_mean","tss.train_mean","AUC.valid_mean","ll.valid_mean","nagel.valid_mean","plr.valid_mean","tjur.valid_mean","cor.valid_mean","tss.valid_mean"
637,0.2,0.8,1,0.5,0.002,2,0.2,"relu",0.1,0.6,0.608202387062854,-30.3023614934906,0.0438210776949679,1.1358550011264,0.017642879753906,0.134616254488487,0.731404185208012,0.571083012567058,-8.00551746062906,0.0116334166229242,1.06937210781343,0.00819908639272543,0.086454591689126,0.723914565914636
737,1,0.4,0.25,0.75,0.001,1,0.1,"relu",0.4,0.7,0.679995564672884,-30.2059376429743,0.0471160954854395,1.10077497226392,0.0192601774415117,0.228646138513851,0.7280686123501,0.570563800744974,-7.96453278407714,0.0117121734573187,1.03611485690545,0.00818056729368107,0.0821145636829254,0.721081564000485
250,0.4,1,0,0.5,0.002,2,0.1,"relu",0,0.6,0.691529237465883,-32.1678897329559,0.0671486852559758,2.05023591334309,0.0645086838264513,0.22589918164295,0.79541676260743,0.570491069554641,-10.1773888498894,-0.368283142107746,1.30660520412465,0.0213139766677519,0.0744420451444365,0.778548533916363
596,0.2,0.6,1,0.5,0.002,2,0.1,"relu",0.4,0,0.606870675037244,-30.314896241564,0.0442668679564711,1.14141642752228,0.0183749930938323,0.133733742795942,0.729573617962567,0.570177218783765,-8.01809753157435,0.0121147519504419,1.07500648062812,0.00903057163144834,0.0872519902457072,0.721751273656674
665,0.2,0.6,1,0.5,0.002,2,0.2,"relu",0.8,0.5,0.609391051741768,-30.536861204951,0.0332482878509871,1.08977176813061,0.0123374748837655,0.137553124847876,0.728351922440062,0.570150049147296,-8.02293939029919,0.00972960945830797,1.03712747834008,0.00500004527688932,0.0824927396595808,0.720039469549503
940,0.2,0.6,0.5,0.25,0.002,2,0.1,"relu",0.5,0.4,0.610946161492433,-30.2996677987805,0.0448350636697831,1.14240123891143,0.0185942982322997,0.139484809520563,0.729796950884613,0.570130978200836,-8.0153307210527,0.0125723519474516,1.07768593787104,0.00928811107698649,0.0915237873420137,0.722083366505476
867,0.6,1,0.5,0.75,0.001,1,0.2,"relu",0.2,0.3,0.627905827181786,-30.6682413637255,0.0258560840815338,1.05410852745191,0.00968746960515239,0.167211970036347,0.726267573494317,0.569906604311389,-8.02642264225615,0.0091148953552203,1.0257268269999,0.00499985223823213,0.0930909335376969,0.719582208405943
95,0.2,0.6,0.75,0.75,0.001,1,0.1,"relu",0.5,0.3,0.596646707137387,-30.7187099666324,0.0247260427031585,1.07752562171133,0.0100830433747124,0.124648363309437,0.727097834584553,0.569748417875297,-8.04577371825462,0.00907145140085235,1.04569688281909,0.00609072721225977,0.0888526680184428,0.720402283362512
185,0.2,0.8,0,1,0.002,2,0.1,"relu",0,0.5,0.691058067242075,-31.4392789483784,0.072685948776646,1.99800004522444,0.0681048921844853,0.225811310315338,0.791207756806352,0.569661670136978,-9.93484285200185,-0.350972177303077,1.28845955184526,0.0210177927341761,0.0733337387542004,0.773234475748972
734,0.8,0.4,0.25,0.75,0.002,2,0.2,"relu",0.6,0.2,0.680376540017018,-30.0391767255875,0.0498721897813904,1.11164406359091,0.0190764078527833,0.229793158004177,0.739166128471721,0.569652684378908,-8.00690491097449,0.0120191931392462,1.03982185530857,0.00818803451470423,0.0836567243891852,0.731793391632891
306,0.4,0.6,0.25,0.75,0.001,1,0.1,"relu",0.4,0.3,0.679625541011546,-30.2546714277962,0.047132476559543,1.10046017852554,0.0196771496988937,0.228242151970768,0.724726325686404,0.569614237479218,-7.99983798790739,0.0117326372983,1.03610290902983,0.00832753345442444,0.083799260534564,0.717398312948484
2,0.8,0.8,0.25,0.75,0.002,2,0.1,"relu",0.9,0.1,0.680747006718995,-30.0701190777178,0.0489325448657547,1.10773288303604,0.0191428376517363,0.229640414370199,0.735621654216757,0.569563587227592,-7.98897037745257,0.0119534361964157,1.03855454234057,0.00820123856707647,0.0837761050154489,0.728337141601704
770,1,0.4,0.25,0.75,0.001,2,0.1,"relu",1,0.5,0.679108204373123,-30.2019043402404,0.0469143009776652,1.10032356326276,0.0191404254408999,0.228074888804305,0.728437691929244,0.569502860109178,-7.96572770991841,0.0116674608666218,1.03601158914061,0.00816634751075287,0.0850826842191311,0.721443860546418
959,0.2,0,0.25,0.75,0.001,1,0.2,"relu",0.7,0.7,0.679749087885155,-30.3072343349486,0.0466877345647766,1.09878324382927,0.0196604317073921,0.228233738564124,0.723182550206262,0.569370734609348,-7.99848162169419,0.0116393465478557,1.03547888360307,0.00831545890619622,0.082540890094189,0.715949349518259
